"","Authors","Title","Year","Source","grp"
"24816","SD Moore, ME Wilkosz, SK Brickler","the recreational impact of reducing the"" laughing waters"" of aravaipa creek, arizona",1990,"Rivers","D_T_primary"
"24821","CD Thomas, R Ohlemüller","climate change and species' distributions: an alien future",2010,"… , management …","D_T_primary"
"24833","C Tisdell, C Wilson, HS Nantha","association of public support for survival of wildlife species with their likeability",2005,"Anthrozoös","D_T_primary"
"24834","A Ozgul, J Moser, M Griesser, B Schmidt, S Sommer, ...","tracking down an african wild dog den",0,"popecol.org","D_T_primary"
"24836","KL Poudel, TG Johnson, B Mishra","social capital and collective management of natural resources in nepal: a case study of community forestry",2014,"Agrarian Frontiers","D_T_primary"
"24839","WB Kessler","wanted: a new generation of environmental problem-solvers",1995,"Wildlife Society Bulletin (1973-2006)","D_T_primary"
"24859","E Barnes","to what extent are veterinary practices prepared to treat wildlife patients? a cross-sectional study of perceptions of responsibility and capability of treating wildlife in …",2017,"The Plymouth Student Scientist","D_T_primary"
"24865","D Ball","growing alfalfa for wildlife",2005,"","D_T_primary"
"24872","C Brönmark, LA Hansson","environmental issues in lakes and ponds: current state and perspectives",2002,"Environmental conservation","D_T_primary"
"24884","PB Moyle, AD Manfree, PL Fiedler","suisun marsh: ecological history and possible futures",2014,"","D_T_primary"
"24886","T Utarasakul","tourist's perception toward implementation of eco-friendly cleansers at campsites in khao yai national park, thailand",2013,"World Academy of Science, Engineering and …","D_T_primary"
"24888","RJ Gregory","essay: attitudes to death and the future changing our thinking",1998,"Futures","D_T_primary"
"24899","IC Jones, IW Henderson","general, comparative and clinical endocrinology of the adrenal cortex",2013,"","D_T_primary"
"24935","DB Raik, DJ Decker, WF Siemer","capacity building: a new focus for collaborative approaches to community-based suburban deer management?",2006,"Wildlife Society Bulletin","D_T_primary"
"24937","JA Feinberg, RL Burke","nesting ecology and predation of diamondback terrapins, malaclemys terrapin, at gateway national recreation area, new york",2003,"Journal of Herpetology","D_T_primary"
"24940","F Danielsen, ND Burgess, A Balmford","monitoring matters: examining the potential of locally-based approaches",2005,"Biodiversity and Conservation","D_T_primary"
"24942","T Maran","emergence of the “howling foxes”: a semiotic analysis of initial interpretations of the golden jackal (canis aureus) in estonia",2015,"Biosemiotics","D_T_primary"
"24945","???? ???? ???? ???","????? (bombina orientalis) ?? ??? ?? ??? ???? (amphibian biotope) ??",2008,"????","D_T_primary"
"24957","RD Moore, DR Church","implementing the amphibian conservation action plan",2008,"International zoo yearbook","D_T_primary"
"24958","KL Stasiak, DON Maul, E French, ...","species-specific assessment of pain in laboratory animals",2003,"Journal of the …","D_T_primary"
"25002","P McGrath","myth and irony in children's literature: from harry potter to the happiness of kati",2007,"Nagoya Gakuin Ronshuu Gaigo Bunkahen","D_T_primary"
"25005","R Wilson","studies of mascarene island birds edited by diamonda. w. cambridge university press. 1987, 458 pp., hb£ 65.00 (us $125.00)",1988,"Oryx","D_T_primary"
"25012","S Siripongdee, W Fongsuwan, ...","structural equation modeling analysis of queuing system performance at thailand's provincial electricity authority (pea)",2014,"Research Journal of …","D_T_primary"
"25030","J O'Kane","space, time and controllable substances",2012,"AMASS","D_T_primary"
"25060","DJ Wilcox","the measure of times past: pre-newtonian chronologies and the rhetoric of relative time",1987,"","D_T_primary"
"25065","K Gorica, F Paloka","community-based tourism: the case of the butrint national park, south albania",2006,"The AMFITEATRU ECONOMIC …","D_T_primary"
"25067","R Armond","the president and director general of the zoological society of london introduce the institute of zoology review 2015/2016.",0,"zsl.org","D_T_primary"
"25075","C Burton, K Powell, TK Tieku, ...","the african union's standby force: canadian foreign and defence policy options",2004,"Canadian Foreign Policy …","D_T_primary"
"25097","B Satyanarayana, P Bhanderi, M Debry, D Maniatis, ...","a socio-ecological assessment aiming at improved forest resource management and sustainable ecotourism development in the mangroves of tanbi wetland …",2012,"Ambio","D_T_primary"
"25104","L Phafoli, T Martins","contextual use of metaphors in basotho accordion music",2015,"… in African Linguistics and Literature: A …","D_T_primary"
"25111","E Ringeisen","the social significance and meaning of snake companionship",2015,"","D_T_primary"
"25120","AC Tangavelou, PJ Rani, S Karthikeyan","conservation of sacred indian flying fox (bat) at sacred landscape of pudukottai district, tamil nadu, india",2013,"Asian J Conserv Biol","D_T_primary"
"25132","JT Baer","nietzsche's influence in the early work of waclaw berent",1971,"Scando-Slavica","D_T_primary"
"25138","C Ryan","saltwater crocodiles as tourist attractions",1998,"Journal of Sustainable Tourism","D_T_primary"
"25140","N Sabran, AK Hua","willingness-to-pay (wtp) concept in natural mangrove conservation: a review",0,"researchgate.net","D_T_primary"
"25152","M Stehmann, PA Hulley","gerhard krefft, 30 march 1912-20 march 1993",1994,"","D_T_primary"
"25157","WE Rhodes","differential harvest of american alligators on private lands in coastal south carolina",2002,"Crocodiles. Proceedings of the 16th Working Meeting …","D_T_primary"
"25176","P Cash","emily dickinson",2010,"","D_T_primary"
"25188","L Ernoul","residents' perception of tourist development and the environment: a study from morocco",2009,"International Journal of Sustainable Development & …","D_T_primary"
"25202","E Gelbstein","misunderstood: the it manager's lament-a case study in inter-professional miscommunication",0,"diplomacy.edu","D_T_primary"
"25205","M Sidoli","when the meaning gets lost in the body",1993,"Journal of Analytical Psychology","D_T_primary"
"25232","SUET COONS","tit: september 1958",1958,"","D_T_primary"
"25233","JF Liernur","the architecture of richter & dahl rocha",2007,"","D_T_primary"
"25275","JF Stomberg","an exploration of student conceptions of ecology, evolution, and conservation through habitat suitability analysis",2016,"","D_T_primary"
"25292","MJ Jones","accounting for biodiversity: operationalising environmental accounting",2003,"Accounting, Auditing & Accountability Journal","D_T_primary"
"25302","PM Spacks","in search of sincerity",1968,"College English","D_T_primary"
"25304","C Emiliani","the new geology or the role of the geological sciences in science education",1989,"Journal of Geological Education","D_T_primary"
"25321","N Cook, SJ Smith, BA Searle","mortgage markets and cultures of consumption",2009,"Consumption, Markets and Culture","D_T_primary"
"25334","K Löwenborg, S Kärvemo, A Tiwe, ...","agricultural by-products provide critical habitat components for cold-climate populations of an oviparous snake (natrix natrix)",2012,"Biodiversity and …","D_T_primary"
"25337","E Castro","interaction and episodic coherence in book 5 of the aeneid",2010,"Hermes","D_T_primary"
"25340","JV da Cunha, SR Clegg, ...","permanent dialectics",2002,"Management and …","D_T_primary"
"25350","A Stevenson","oxford dictionary of english",2010,"","D_T_primary"
"25358","J Rabearivony, R Thorstrom, LAR de Roland, ...","protected area surface extension in madagascar: do endemism and threatened species remain useful criteria for site selection?",2010,"Madagascar …","D_T_primary"
"25395","C Darwin","darwin and melville: why a tortoise? john franzosa",1976,"American Imago","D_T_primary"
"25399","PJ Contino","dostoevsky and the prisoner",2000,"Literature and the Renewal of the Public Sphere","D_T_primary"
"25400","P Zwart","pathophysiology: assessment of the husbandry problems of reptiles on the basis of pathophysiological findings: a review",2001,"Veterinary quarterly","D_T_primary"
"25406","H Mohan-Gibbons, T Norton","turtles, tortoises, and terrapins",2010,"Behavior of exotic pets. Ames (IA): …","D_T_primary"
"25412","G Fahlgren","human factors",2011,"","D_T_primary"
"25421","D Walker","are you tired? light the fire!",0,"colovma.org","D_T_primary"
"25424","P Mirowski","the realms of the natural",1994,"Natural Images in Economic Thought:“Markets Read …","D_T_primary"
"25438","BR Schueneman","the search for the minor composer: the case of giovanni battista viotti",1996,"Music Reference Services Quarterly","D_T_primary"
"25449","AJ Walsh","carnivore diet identification through scat and genetic analysis in namibia, africa",2015,"","D_T_primary"
"25456","P Viinisalo","care and confidence",1988,"The American Journal of Psychoanalysis","D_T_primary"
"25461","R Robertson","beginner's guide to jungian psychology",1992,"","D_T_primary"
"25488","SA Pasachnik, JA Danoff-Burg, ...","local knowledge and use of the valle de aguán spiny-tailed iguana, ctenosaura melanosterna, in honduras",2014,"Herpetological …","D_T_primary"
"25489","C Rosen","the overpraised american",2005,"Policy Review","D_T_primary"
"25494","A Hurt, DA Smith","conservation dogs",2009,"Canine ergonomics: the science of working …","D_T_primary"
"25496","B FOAHOM","cameroon case study",2001,"Newsletter","D_T_primary"
"25500","JE Gardner, CA Wissick, W Schweder, ...","enhancing interdisciplinary instruction in general and special education: thematic units and technology",2003,"Remedial and …","D_T_primary"
"25502","J Carmody","wet tropics of queensland world heritage area tour guide handbook",2011,"","D_T_primary"
"25516","MA Menzel, TC Carter, AT Houston, ...","shorter communications notes on the microhabitat associations of the hispid cotton rat (sigmo-don hispidus) and white-footed mouse (peromyscus …",1999,"GEORGIA JOURNAL …","D_T_primary"
"25544","D Lindenmayer, S Morton, S Dovers","ten commitments revisited: securing australia's future environment",2014,"","D_T_primary"
"25554","S Plateau, T Nadu","status assessment of tourism on the",0,"admin.indiaenvironmentportal.org.in","D_T_primary"
"25555","TS da Silva, EMX Freire","percepções e usos de recursos faunísticos por comunidades do entorno de uma unidade de conservação do nordeste do brasil",2010,"Acta Scientiarum. Biological Sciences","D_T_primary"
