"","Authors","Title","Year","Source","grp"
"19662","JL Delaney","boys beginning school: behavior and performance",2005,"","A_An_primary"
"19664","ML Barton, DL Jordan","teaching reading in science",2001,"Aurora, CO: Mid-continent Research for …","A_An_primary"
"19673","JJ Shulman","cotton mather, america's first great technical writer",1963,"STWP Review","A_An_primary"
"19676","AA Brill","phyletic manifestations and reversions",1945,"Psychiatric Quarterly","A_An_primary"
"19679","T Joiner","lonely at the top: the high cost of men's success",2011,"","A_An_primary"
"19702","M Ziaja-Buchholtz","imaging the europeans: illustrations to the polish translation of james's text",2003,"The Henry James Review","A_An_primary"
"19724","AD Walker","elachistosuchus, a triassic rhynchocephalian from germany",1966,"Nature","A_An_primary"
"19733","G Kakoliris","hospitality & society, vol. 6, number 3, pp. 243-255 (available at",0,"researchgate.net","A_An_primary"
"19743","D CREws, C Gans","brain, and behavior: an emerging discipline in herpetology",1992,"Hormones, Brain, and Behavior","A_An_primary"
"19744","HMS Bounty","sign in: registered users",0,"Decision making","A_An_primary"
"19748","JV da Cunha, SR Clegg, ...","management, paradox, and permanent dialectics",2002,"Advances in Organization …","A_An_primary"
"19749","C Catibog-Sinha","zoo tourism: biodiversity conservation through tourism",2008,"Journal of Ecotourism","A_An_primary"
"19764","SC Dilley","practical approaches to social accounting",1975,"The CPA Journal (pre-1986)","A_An_primary"
"19771","LDI Sandín","killing “spanish”: rosario ferré's evolution from autora puertorriqueña to us latina writer",2004,"Killing Spanish","A_An_primary"
"19788","K Kolenda","evil conquered: dostoyevsky's the brothers karamazov",1982,"Philosophy in Literature","A_An_primary"
"19793","G Spreitzhofer","tourism in southeast asia: new local development chances through individual backpacking?",2016,"Internationales Asienforum","A_An_primary"
"19801","X Bonnet, S Lecq, JL Lassay, JM Ballouard, ...","forest management bolsters native snake populations in urban parks",2016,"Biological …","A_An_primary"
"19807","A Poghosyan, A Golkar","cubesat evolution: analyzing cubesat capabilities for conducting science missions",2017,"Progress in Aerospace Sciences","A_An_primary"
"19835","T Campbell","exotic pet",1998,"Interpretation","A_An_primary"
"19838","J Brodal","wis?awa szymborska—poet in evolution",1999,"Scando-Slavica","A_An_primary"
"19847","HB Lillywhite, JA Donald","neural regulation of arterial blood pressure in snakes",1994,"Physiological Zoology","A_An_primary"
"19851","MO ODEWUMI","usefulness of modelling media as perceived by fine and applied arts students of ahmadu bello university, zaria, nigeria",2017,"The Online Journal of Communication and Media–July","A_An_primary"
"19856","FL McCurdy","invective in frontier missouri",1960,"Quarterly Journal of Speech","A_An_primary"
"19864","MC Torri","conservation of the asiatic lion: integrating the vision of park authorities with the values of local communities",2010,"… Journal of Biodiversity Science, Ecosystem Services & …","A_An_primary"
"19867","DCH Hikuroa","the fauna and biostratigraphy of the jurassic latady formation, antarctic peninsula",2004,"","A_An_primary"
"19868","CP Gilman","his religion and hers: a study of the faith of our fathers and the work of our mothers",2003,"","A_An_primary"
"19873","BJ Schneider","a study in animal ethics in new brunswick.",2001,"The Canadian Veterinary Journal","A_An_primary"
"19893","TYWER AN, AHTYOUTO ALL, WHO CONTRIBUTED","connect",2016,"","A_An_primary"
"19895","I Masing-Delic","abolishing death: a salvation myth of russian twentieth-century literature",1992,"","A_An_primary"
"19900","TL Lightfoot","hyaluronidase: therapeutic applications including egg-yolk disease",2000,"Main Conference Proceedings","A_An_primary"
"19913","L Cole","the crisis and opportunity in public interest law: a challenge to law students to be rebellious lawyers in the'90s",1994,"BU Pub. Int. LJ","A_An_primary"
"19918","TC Baird","the 21st century law office-going electronic two years later",2003,"Prob. & Prop.","A_An_primary"
"19919","CE Holleley, SD Sarre, D O'Meally, A Georges","sex reversal in reptiles: reproductive oddity or powerful driver of evolutionary change?",2016,"Sexual Development","A_An_primary"
"19921","V Lauritsen","the law rentian",0,"lux.lawrence.edu","A_An_primary"
"19924","KG McGuigan, RM Conroy, HJ Mosler, ...","solar water disinfection (sodis): a review from bench-top to roof-top",2012,"Journal of hazardous …","A_An_primary"
"19926","M Marciniak","manliness, morality and ghosts in victorian tales of the supernatural",0,"THE OUTLANDISH, UNCANNY, BIZARRE: CULTURE …","A_An_primary"
"19929","MC ALMEIDA","worldmaking in rap: predators, fighters, salvagers–a multimodal approach maria clotilde almeida and bibiana de sousa",2016,"Multimodality and Performance","A_An_primary"
"19945","ASC Shelf","judicial decisions",0,"HeinOnline","A_An_primary"
"19947","DD Ding","influence of burke and lessing on the semiotic theory of document design: ideologies and good visual images of documents",2000,"Journal of technical writing and communication","A_An_primary"
"19948","A Wallington, R Agerri, J Barnden, M Lee, ...","affect transfer by metaphor for an intelligent conversational agent",2011,"Affective Computing and …","A_An_primary"
"19952","TM Wolf, A Wünschmann, ...","an outbreak of salmonella enterica serotype choleraesuis in goitered gazelle (gazella subgutrosa subgutrosa) and a malayan tapir (tapirus indicus)",2011,"Journal of Zoo and …","A_An_primary"
"19958","CD Kirkendall","the effects of mood and dispositional affectivity on self-reported job satisfaction",2010,"","A_An_primary"
"19960","DM Mulcahy","are subcutaneous transmitters better than intracoelomic? the relevance of reporting methodology to interpreting results",2006,"Wildlife Society Bulletin","A_An_primary"
"19963","A Shapland, DV Reybrouck","competing natural and historical heritage: the penguin pool at london zoo",2008,"International Journal of Heritage …","A_An_primary"
"19976","JL Weinberger, JJ Muller","the american icarus revisited: phallic narcissism and boredom",1974,"The International journal of psycho- …","A_An_primary"
"19986","J Rea Nogales, A Debritto","fear and loathing in hs thompson's america: searching for hope amidst decadence",2016,"","A_An_primary"
"19987","K Van Der Zee","captive in eden",2012,"","A_An_primary"
"19990","S Chatterjee, B Roberts, R Lind","pterodrone, a pterodactyl-inspired unmanned air vehicle that flies, walks, climbs, and sails",2010,"WIT Transactions on Ecology …","A_An_primary"
"20006","M Giorgi, V De Vito, H Owen, MP Demontis, ...","pk/pd evaluations of the novel atypical opioid tapentadol in red-eared slider turtles",2014,"Med Weter","A_An_primary"
"20020","S Catania","18 the haiku macbeth: shakespearean antithetical minimalism in kurosawa's kumonosu-jo",2005,"World-wide Shakespeares: Local Appropriations in …","A_An_primary"
"20021","UW Nänni","veld management in the natal drakensberg",1969,"South African Forestry Journal","A_An_primary"
"20034","DB Porter, ME Bird, A Wunder","competition, cooperation, satisfaction, and the performance of complex tasks among air force cadets",1990,"Current Psychology","A_An_primary"
"20044","D Brossard, B Lewenstein, R Bonney","scientific knowledge and attitude change: the impact of a citizen science project",2005,"International Journal of …","A_An_primary"
"20047","CAK Bird, BP Griffin, JM Miklaszewska, ...","tegretol (carbamazepine): a controlled trial of a new anti-convulsant",1966,"The British Journal of …","A_An_primary"
"20050","M Pätzold, MK Bird, H Volland","giotto-halley encounter-when was the large nutation generated?",1991,"Astronomy and Astrophysics","A_An_primary"
"20068","H Kayal, W Barwald, K Briess, E Gill, ...","onboard autonomy and fault protection concept of the bird satellite",2003,"Recent Advances in …","A_An_primary"
"20070","MM Kazeem","assessment of the knowledge, attitude and practice of control measures to avert avian influenza (bird flu) among poultry farmers in benin city, edo state, …",2011,"MPH Dissertation","A_An_primary"
"20075","JD Anderson, EL Lau, MK Bird, BC Clark, ...","dynamic science on the stardust mission",2003,"Journal of …","A_An_primary"
"20080","E Gill, O Montenbruck, S Montenegro","flight results from the bird onboard navigation system",2003,"… -PUBLICATIONS-ESA SP","A_An_primary"
"20081","J Grinnell","the"" control"" of birds as causing popular disregard for the values of bird-life",1932,"The Condor","A_An_primary"
"20083","WH Bird","varying hypnotizability in a case of parkinsonism",1948,"Bulletin of the Menninger Clinic","A_An_primary"
"20084","FE Novas, PF Puertat","new evidence concerning avian origins from the late cretaceous of patagonia",1997,"Nature","A_An_primary"
"20086","D Bird","flight control studies in the small stick deflection area",1963,"AIAA Simulation for Aerospace Flight Conference","A_An_primary"
"20089","B Mehlenbacher, L Bennett, T Bird, M Ivey, ...","usable e-learning: a conceptual model for evaluation and design",2005,"Proceedings of HCI …","A_An_primary"
"20095","JD Bird","design concepts of the shuttle mission simulator",1978,"The Aeronautical Journal","A_An_primary"
"20096","T Bird, J Cassell","brilliant selling 2nd edn: what the best salespeople know, do and say",2013,"","A_An_primary"
"20121","HG Grasmick, LP Wilcox, SR Bird","the effects of religious fundamentalism and religiosity on preference for traditional family norms",1990,"Sociological Inquiry","A_An_primary"
"20123","C Stelter, B Biering, B Heym","bus design of the microsatellite bird for infrared earth observation",1997,"","A_An_primary"
"20126","F Lura, B Biering, HG Lötzke, H Studemund, V Baturkin","thermal performance of bird microsatellite thermal control system-3 years of operation in space",2005,"","A_An_primary"
"20135","E Autio, R H. Keeley, M Klofsten, ...","entrepreneurial intent among students in scandinavia and in the usa",2001,"Enterprise and …","A_An_primary"
"20139","T Kautonen, ET Tornikoski, E Kibler","entrepreneurial intentions in the third age: the impact of perceived age norms",2011,"Small business economics","A_An_primary"
"20141","WS Andrus, JR Dreyfuss, F Jaffer, KT Bird","interpretation of roentgenograms via interactive television",1975,"Radiology","A_An_primary"
"20142","LM McDonald, B Sparks, AI Glendon","stakeholder reactions to company crisis communication and causes",2010,"Public Relations Review","A_An_primary"
"20155","L Tinbergen","the natural control of insects in pinewoods",1960,"Archives neerlandaises de zoologie","A_An_primary"
"20174","C Bruce, G De Vos, EE Bird, U Coventry, P Du Bois, ...","ethnic variations in the perception of parental roles by delinquent and non-delinquent youth",1960,"","A_An_primary"
"20175","JH Verhagen, HP van der Jeugd, BA Nolet, R Slaterus, ...","… to go? cross-sectional study on the motivation of european public health experts, december 2014 australian hajj pilgrims' knowledge, attitude and perception about …",0,"eurosurveillance.org","A_An_primary"
"20182","MM BIRD, SWM Dyads, AG BUTLER JR, ...","foreman, charles. see gannon, martin",0,"search.proquest.com","A_An_primary"
"20185","AC CRABB","a national review of the status of trapping for bird control",0,"vpcrac.org","A_An_primary"
"20195","WB Jackson, R Masterson, P Schnurrenberger, ...","public health aspects of bird control",1964,"","A_An_primary"
"20202","SD Bird, GM Kasper","modeling belief and preference in multi-agent support systems",1996,"… , 1996., Proceedings of the Twenty-Ninth …","A_An_primary"
