"","Authors","Title","Year","Source","grp"
"36446","Ellis, L.A., Stump, S.D., Weddle, D.M.","southwestern willow flycatcher population and habitat response to reservoir inundation",2009,"Journal of Wildlife Management","A_T_primary"
"36455","Baird, T.D., Leslie, P.W., McCabe, J.T.","the effect of wildlife conservation on local perceptions of risk and behavioral response",2009,"Human Ecology","A_T_primary"
"36459","Russell, R.E., Royle, J.A., Saab, V.A., Lehmkuhl, J.F., Block, W.M., Sauer, J.R.","modeling the effects of environmental disturbance on wildlife communities: avian responses to prescribed fire",2009,"Ecological Applications","A_T_primary"
"36460","Poudyal, N.C., Hodges, D.G.","factors influencing landowner interest in managing wildlife and avian habitat on private forestland",2009,"Human Dimensions of Wildlife","A_T_primary"
"36462","Kuehl, H.S., Nzeingui, C., Yeno, S.L.D., Huijbregts, B., Boesch, C., Walsh, P.D.","discriminating between village and commercial hunting of apes",2009,"Biological Conservation","A_T_primary"
"36470","Newson, S.E., Ockendon, N., Joys, A., Noble, D.G., Baillie, S.R.","comparison of habitat-specific trends in theabundance of breeding birds in the uk",2009,"Bird Study","A_T_primary"
"36473","Suarez-Rubio, M., Thomlinson, J.R.","landscape and patch-level factors influence bird communities in an urbanized tropical island",2009,"Biological Conservation","A_T_primary"
"36490","Mattingly, C.J., Hampton, T.H., Brothers, K.M., Griffin, N.E., Planchart, A.","perturbation of defense pathways by low-dose arsenic exposure in zebrafish embryos",2009,"Environmental Health Perspectives","A_T_primary"
"36493","Farré, M., Barceló, D.","biosensors for aquatic toxicology evaluation",2009,"Handbook of Environmental Chemistry, Volume 5: Water Pollution","A_T_primary"
"36502","Rinzin, C., Vermeulen, W.J.V., Wassen, M.J., Glasbergen, P.","nature conservation and human well-being in bhutan: an assessment of local community perceptions",2009,"Journal of Environment and Development","A_T_primary"
"36521","Wright, H.W., Bartley, K., Nisbet, A.J., McDevitt, R.M., Sparks, N.H.C., Brocklehurst, S., Huntley, J.F.","the testing of antibodies raised against poultry red mite antigens in an in vitro feeding assay; preliminary screen for vaccine candidates",2009,"Experimental and Applied Acarology","A_T_primary"
"36527","Ramsey, D.S.L., Norbury, G.L.","predicting the unexpected: using a qualitative model of a new zealand dryland ecosystem to anticipate pest management outcomes",2009,"Austral Ecology","A_T_primary"
"36550","Brown, D.J., Spontak, D.M., Tibbets, M.N., Connolly, A.R., Baccus, J.T.","enhancing the farm bill's conservation potential through land prioritization",2009,"Journal of Wildlife Management","A_T_primary"
"36551","Makowski, D., Tichit, M., Guichard, L., Van Keulen, H., Beaudoin, N.","measuring the accuracy of agro-environmental indicators",2009,"Journal of Environmental Management","A_T_primary"
"36557","Mothersill, C., Smith, R.W., Hinton, T.G., Aizawa, K., Seymour, C.B.","communication of radiation-induced signals in vivo between dna repair deficient and proficient medaka (oryzias latipes)",2009,"Environmental Science and Technology","A_T_primary"
"36558","Pinter-Wollman, N., Isbell, L.A., Hart, L.A.","assessing translocation outcome: comparing behavioral and physiological aspects of translocated and resident african elephants (loxodonta africana)",2009,"Biological Conservation","A_T_primary"
"36559","Langerveld, A.J., Celestine, R., Zaya, R., Mihalko, D., Ide, C.F.","chronic exposure to high levels of atrazine alters expression of genes that regulate immune and growth-related functions in developing xenopus laevis tadpoles",2009,"Environmental Research","A_T_primary"
"36561","Dogan, O.K., Akyurek, Z., Beklioglu, M.","identification and mapping of submerged plants in a shallow lake using quickbird satellite data",2009,"Journal of Environmental Management","A_T_primary"
"36562","Luo, Y., Liu, J., Zhang, D.","role of traditional beliefs of baima tibetans in biodiversity conservation in china",2009,"Forest Ecology and Management","A_T_primary"
"36584","Proffitt, K.M., Grigg, J.L., Hamlin, K.L., Garrott, R.A.","contrasting effects of wolves and human hunters on elk behavioral responses to predation risk",2009,"Journal of Wildlife Management","A_T_primary"
"36588","Cross, P.C., Heisey, D.M., Bowers, J.A., Hay, C.T., Wolhuter, J., Buss, P., Hofmeyr, M., Michel, A.L., Bengis, R.G., Bird, T.L.F., Du Toit, J.T., Getz, W.M.","disease, predation and demography: assessing the impacts of bovine tuberculosis on african buffalo by monitoring at individual and population levels",2009,"Journal of Applied Ecology","A_T_primary"
"36599","Zolfaghari, B.A., Mehrabian, S., Emtiazjoo, M., Farkhani, D., Hosseini, S.M.","evaluation of biocompatibility and biodegradation of three different oil dispersants in persian gulf: siri island water",2009,"Journal of Environmental Studies","A_T_primary"
"36605","Korfiatis, K.J., Hovardas, T., Tsaliki, E., Palmer, J.A.","rural children's views on human activities and changes in a greek wetland",2009,"Society and Natural Resources","A_T_primary"
"36606","De Schryver, A.M., Brakkee, K.W., Goedkoop, M.J., Huijbregts, M.A.J.","characterization factors for global warming in life cycle assessment based on damages to humans and ecosystems",2009,"Environmental Science and Technology","A_T_primary"
"36608","Orton, F., Lutz, I., Kloas, W., Routledge, E.J.","endocrine disrupting effects of herbicides and pentachlorophenol: in vitro and in vivo evidence",2009,"Environmental Science and Technology","A_T_primary"
"36613","Zhang, Y., Qu, L.","non-coding rnas and the acquisition of genomic imprinting in mammals",2009,"Science in China, Series C: Life Sciences","A_T_primary"
"36616","Bradford, J.B., Palik, B.J.","a comparison of thinning methods in red pine: consequences for stand-level growth and tree diameter",2009,"Canadian Journal of Forest Research","A_T_primary"
"36617","Humbert, J.-Y., Ghazoul, J., Walter, T.","meadow harvesting techniques and their impacts on field fauna",2009,"Agriculture, Ecosystems and Environment","A_T_primary"
"36626","Nilsen, E.B., Skonhoft, A., Mysterud, A., Milner, J.M., Solberg, E.J., Andreassen, H.P., Stenseth, N.C.","the role of ecological and economic factors in the management of a spatially structured moose alces alces population",2009,"Wildlife Biology","A_T_primary"
"36627","Longshore, K.M., Lowrey, C., Thompson, D.B.","compensating for diminishing natural water: predicting the impacts of water development on summer habitat of desert bighorn sheep",2009,"Journal of Arid Environments","A_T_primary"
"36632","Goldingay, R.L., Stevens, J.R.","use of artificial tree hollows by australian birds and bats",2009,"Wildlife Research","A_T_primary"
"36635","Jiang, G., Ma, J., Zhang, M., Stott, P.","assessing microhabitat use by roe deer and moose in china",2009,"Wildlife Research","A_T_primary"
"36641","Brambilla, M., Rubolini, D.","intra-seasonal changes in distribution and habitat associations of a multi-brooded bird species: implications for conservation planning",2009,"Animal Conservation","A_T_primary"
"36647","Dowle, M., Deane, E.M.","attitudes to native bandicoots in an urban environment",2009,"European Journal of Wildlife Research","A_T_primary"
"36653","Colding, J., Folke, C.","the role of golf courses in biodiversity conservation and ecosystem management",2009,"Ecosystems","A_T_primary"
"36655","Makkeasorn, A., Chang, N.-B., Li, J.","seasonal change detection of riparian zones with remote sensing images and genetic programming in a semi-arid watershed",2009,"Journal of Environmental Management","A_T_primary"
"36656","Drewe, J.A., Mwangi, D., Donoghue, H.D., Cromie, R.L.","pcr analysis of the presence and location of mycobacterium avium in a constructed reed bed, with implications for avian tuberculosis control",2009,"FEMS Microbiology Ecology","A_T_primary"
"36663","Kardynal, K.J., Hobson, K.A., Van Wilgenburg, S.L., Morissette, J.L.","moving riparian management guidelines towards a natural disturbance model: an example using boreal riparian and shoreline forest bird communities",2009,"Forest Ecology and Management","A_T_primary"
"36683","Moir, M.L., Brennan, K.E.C.","using bugs (hemiptera) as ecological and environmental indicators in forest ecosystems",2009,"Ecology Research Progress","A_T_primary"
"36696","Patrick, I., Barclay, E., Reeve, I.","if the price is right: farmer attitudes to producing environmental services",2009,"Australasian Journal of Environmental Management","A_T_primary"
"36706","Kami?ski, P., Kurhalyuk, N., Jerzak, L., Kasprzak, M., Tkachenko, H., Klawe, J.J., Szady-Grad, M., Koim, B., Wi?niewska, E.","ecophysiological determinations of antioxidant enzymes and lipoperoxidation in the blood of white stork ciconia ciconia from poland",2009,"Environmental Research","A_T_primary"
"36709","Smith, J., Potts, S.G., Woodcock, B.A., Eggleton, P.","the impact of two arable field margin management schemes on litter decomposition",2009,"Applied Soil Ecology","A_T_primary"
"36711","Phenrat, T., Long, T.C., Lowry, G.V., Veronesi, B.","partial oxidation (""aging"") and surface modification decrease the toxicity of nanosized zerovalent iron",2009,"Environmental Science and Technology","A_T_primary"
"36721","Zuberi, M., Liu-Snyder, P., ul Haque, A., Porterfield, D.M., Borgens, R.B.","large naturally-produced electric currents and voltage traverse damaged mammalian spinal cord",2008,"Journal of Biological Engineering","A_T_primary"
"36737","Pope, K.L.","assessing changes in amphibian population dynamics following experimental manipulations of introduced fish",2008,"Conservation Biology","A_T_primary"
"36740","Shamoun-Baranes, J., Bouten, W., Buurma, L., DeFusco, R., Dekker, A., Sierdsema, H., Sluiter, F., van Belle, J., van Gasteren, H., van Loon, E.","avian information systems: developing web-based bird avoidance models",2008,"Ecology and Society","A_T_primary"
"36741","Lindenmayer, D.B., Wood, J.T., Cunningham, R.B., Macgregor, C., Crane, M., Michael, D., Montague-Drake, R., Brown, D., Muntz, R., Gill, A.M.","testing hypotheses associated with bird responses to wildfire",2008,"Ecological Applications","A_T_primary"
"36743","Wiacek, J., Polak, M.","bird community breeding in apple orchards of central poland in relation to some habitat and management features",2008,"Polish Journal of Environmental Studies","A_T_primary"
"36748","Yahner, R.H.","bird responses to a managed forested landscape",2008,"Wilson Journal of Ornithology","A_T_primary"
"36755","Druce, H.C., Pretorius, K., Slotow, R.","the response of an elephant population to conservation area expansion: phinda private game reserve, south africa",2008,"Biological Conservation","A_T_primary"
"36756","Cardozo, G., Chiaraviglio, M.","landscape changes influence the reproductive behaviour of a key 'capital breeder' snake (boa constrictor occidentalis) in the gran chaco region, argentina",2008,"Biological Conservation","A_T_primary"
"36759","Wilson, M.D., Watts, B.D.","landscape configuration effects on distribution and abundance of whip-poor-wills",2008,"Wilson Journal of Ornithology","A_T_primary"
"36760","Rozema, J., Notten, M.J.M., Aerts, R., van Gestel, C.A.M., Hobbelen, P.H.F., Hamers, T.H.M.","do high levels of diffuse and chronic metal pollution in sediments of rhine and meuse floodplains affect structure and functioning of terrestrial ecosystems?",2008,"Science of the Total Environment","A_T_primary"
"36765","Nadav, N.U.R., Ballard, G., Geupel, G.R.","regional analysis of riparian bird species response to vegetation and local habitat features",2008,"Wilson Journal of Ornithology","A_T_primary"
"36772","Stewart, J.R.","the progressive effect of the individualistic response of species to quaternary climate change: an analysis of british mammalian faunas",2008,"Quaternary Science Reviews","A_T_primary"
"36775","Buckley, R., Robinson, J., Carmody, J., King, N.","monitoring for management of conservation and recreation in australian protected areas",2008,"Biodiversity and Conservation","A_T_primary"
"36777","Westerman, P.R., Borza, J.K., Andjelkovic, J., Liebman, M., Danielson, B.","density-dependent predation of weed seeds in maize fields",2008,"Journal of Applied Ecology","A_T_primary"
"36793","Finn, H., Donaldson, R., Calver, M.","feeding flipper: a case study of a human-dolphin interaction",2008,"Pacific Conservation Biology","A_T_primary"
"36800","Mui, R., Haselgrove, M., Pearce, J., Heyes, C.","automatic imitation in budgerigars",2008,"Proceedings of the Royal Society B: Biological Sciences","A_T_primary"
"36805","White, P.J., Garrott, R.A., Olliff, S.T.","chapter 30 science in yellowstone. contributions, limitations, and recommendations",2008,"Terrestrial Ecology","A_T_primary"
