Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Document Type,,
"Martin, J., Edwards, H.H., Fonnesbeck, C.J., Koslovsky, S.M., Harmak, C.W., Dane, T.M.",Combining information for monitoring at large spatial scales: First statewide abundance estimate of the Florida manatee,2015,Biological Conservation,186,,,44,51,,13,10.1016/j.biocon.2015.02.029,Article,,
"Bader, E., Jung, K., Kalko, E.K.V., Page, R.A., Rodriguez, R., Sattler, T.",Mobility explains the response of aerial insectivorous bats to anthropogenic habitat change in the Neotropics,2015,Biological Conservation,186,,,97,106,,11,10.1016/j.biocon.2015.02.028,Article,,
"Burivalova, Z., Lee, T.M., Giam, X., Sekercioglu, Ç.H., Wilcove, D.S., Koh, L.P.",Avian responses to selective logging shaped by species traits and logging practices,2015,Proceedings of the Royal Society B: Biological Sciences,282,1808,20150164,,,,15,10.1098/rspb.2015.0164,Article,,
"Flahr, L.M., Michel, N.L., Zahara, A.R.D., Jones, P.D., Morrissey, C.A.",Developmental exposure to Aroclor 1254 alters migratory behavior in juvenile European starlings (Sturnus vulgaris),2015,Environmental Science and Technology,49,10,,6274,6283,,3,10.1021/acs.est.5b01185,Article,,
"Wang, Y., Zhang, X., Wang, M., Cao, Y., Wang, X., Liu, Y., Wang, J., Wang, J., Wu, L., Hei, T.K., Luan, Y., Xu, A.",Mutagenic effects of perfluorooctanesulfonic acid in gpt delta transgenic system are mediated by hydrogen peroxide,2015,Environmental Science and Technology,49,10,,6294,6303,,3,10.1021/acs.est.5b00530,Article,,
"Green, D.S., Boots, B., Blockley, D.J., Rocha, C., Thompson, R.",Impacts of discarded plastic bags on marine assemblages and ecosystem functioning,2015,Environmental Science and Technology,49,9,,5380,5389,,16,10.1021/acs.est.5b00277,Article,,
"Calladine, J., Bray, J., Broome, A., Fuller, R.J.",Comparison of breeding bird assemblages in conifer plantations managed by continuous cover forestry and clearfelling,2015,Forest Ecology and Management,344,,,20,29,,5,10.1016/j.foreco.2015.02.017,Article,,
"Tanji, Y., Tanaka, A., Tani, K., Kurimoto, M., Miyanaga, K.",IgG-dependent aggregation of Staphylococcus aureus inhibits bacteriophage attack,2015,Biochemical Engineering Journal,97,,,17,24,,1,10.1016/j.bej.2015.01.007,Article,,
"Peng, Y., Wu, J.-P., Tao, L., Mo, L., Zheng, X.-B., Tang, B., Luo, X.-J., Mai, B.-X.",Accumulation of Dechlorane Plus flame retardant in terrestrial passerines from a nature reserve in South China: The influences of biological and chemical variables,2015,Science of the Total Environment,514,,,77,82,,4,10.1016/j.scitotenv.2015.01.095,Article,,
"Pastur, G.M., Lencinas, M.V., Gallo, E., De Cruz, M., Borla, M.L., Esteban, R.S., Anderson, C.B.",Habitat-specific vegetation and seasonal drivers of bird community structure and function in southern Patagonian forests,2015,Community Ecology,16,1,,55,65,,1,10.1556/168.2015.16.1.7,Article,,
"Patyk, K.A., Duncan, C., Nol, P., Sonne, C., Laidre, K., Obbard, M., Wiig, Ø., Aars, J., Regehr, E., Gustafson, L.L., Atwood, .",Establishing a definition of polar bear (Ursus maritimus) health: A guide to research and management activities,2015,Science of the Total Environment,514,,,371,378,,5,10.1016/j.scitotenv.2015.02.007,Article,,
"Correia, R.A., Franco, A.M.A., Palmeirim, J.M.",Role of the mediterranean sea in differentiating European and North African woodland bird assemblages,2015,Community Ecology,16,1,,106,114,,2,10.1556/168.2015.16.1.12,Article,,
"Adeoye, P.A., Man, H.C., Soom, M.A., Thamer, A.M., Oluwakunmi, A.C.","Poultry waste generation, management and the environment: A case of Minna, North Central Nigeria",2015,Journal of Solid Waste Technology and Management,41,2,,146,156,,,10.5276/JSWTM.2015.146,Article,,
"Moreira, L.F.B., Knauth, D.S., Maltchik, L.",Intermittently Closed Estuaries and Tadpole Communities: Influence of Artificial Breaching,2015,Estuaries and Coasts,38,3,,979,987,,4,10.1007/s12237-014-9852-z,Article,,
"Rolfhus, K.R., Wiener, J.G., Haro, R.J., Sandheinrich, M.B., Bailey, S.W., Seitz, B.R.","Mercury in streams at Grand Portage National Monument (Minnesota, USA): Assessment of ecosystem sensitivity and ecological risk",2015,Science of the Total Environment,514,,,192,201,,5,10.1016/j.scitotenv.2015.01.079,Article,,
"Sponarski, C.C., Vaske, J.J., Bath, A.J.","Attitudinal differences among residents, park staff, and visitors toward coyotes in cape breton highlands national park of Canada",2015,Society and Natural Resources,28,7,,720,732,,5,10.1080/08941920.2015.1014595,Article,,
"Zangeneh, M., Mozdarani, H., Mahmoudzadeh, A.",Potent radioprotective effects of combined regimens of famotidine and vitamin C against radiation-induced micronuclei in mouse bone marrow erythrocytes,2015,Radiation and Environmental Biophysics,54,2,,175,181,,2,10.1007/s00411-015-0586-5,Article,,
"Harper, G.A., van Dinther, M., Russell, J.C., Bunbury, N.",The response of black rats (Rattus rattus) to evergreen and seasonally arid habitats: Informing eradication planning on a tropical island,2015,Biological Conservation,185,,,66,74,,10,10.1016/j.biocon.2014.11.044,Article,,
"Sow, M., Seck, P.A., Maiga, I.M., Laing, M., Ortiz, R., Ndjiondjop, M.-N.",Farmers' rice knowledge and adoption of new cultivars in the Tillabéry region of western Niger,2015,Agriculture and Food Security,4,1,5,,,,,10.1186/s40066-015-0024-6,Article,,
"Wong, W.-M., Leader-Williams, N., Linkie, M.",Managing human-sun bear conflict in Sumatran agroforest systems,2015,Human Ecology,43,2,,255,266,,1,10.1007/s10745-015-9729-1,Article,,
"Net, S., Sempéré, R., Delmont, A., Paluselli, A., Ouddane, B.","Occurrence, fate, behavior and ecotoxicological state of phthalates in different environmental matrices",2015,Environmental Science and Technology,49,7,,4019,4035,,53,10.1021/es505233b,Review,,
"Li, X., Zhao, Q., Zhou, W., Xu, L., Wang, Y.",Effects of chronic exposure to microcystin-LR on hepatocyte mitochondrial DNA replication in mice,2015,Environmental Science and Technology,49,7,,4665,4672,,13,10.1021/es5059132,Article,,
"Villa, C.A., Finlayson, S., Limpus, C., Gaus, C.",A multi-element screening method to identify metal targets for blood biomonitoring in green sea turtles (Chelonia mydas),2015,Science of the Total Environment,512-513,,,613,621,,5,10.1016/j.scitotenv.2014.11.100,Article,,
"Kelly, L.T., Bennett, A.F., Clarke, M.F., Mccarthy, M.A.",Optimal fire histories for biodiversity conservation,2015,Conservation Biology,29,2,,473,481,,30,10.1111/cobi.12384,Article,,
"Gilroy, J.J., Prescott, G.W., Cardenas, J.S., Castañeda, P.G.D.P., Sánchez, A., Rojas-Murcia, L.E., Medina Uribe, C.A., Haugaasen, T., Edwards, D.P.",Minimizing the biodiversity impact of Neotropical oil palm development,2015,Global Change Biology,21,4,,1531,1540,,14,10.1111/gcb.12696,Article,,
"Carrara, E., Arroyo-Rodríguez, V., Vega-Rivera, J.H., Schondube, J.E., de Freitas, S.M., Fahrig, L.","Impact of landscape composition and configuration on forest specialist and generalist bird species in the fragmented Lacandona rainforest, Mexico",2015,Biological Conservation,184,,,117,126,,17,10.1016/j.biocon.2015.01.014,Article,,
"Navedo, J.G., Hahn, S., Parejo, M., Abad-Gómez, J.M., Gutiérrez, J.S., Villegas, A., Sánchez-Guzmán, J.M., Masero, J.A.",Unravelling trophic subsidies of agroecosystems for biodiversity conservation: Food consumption and nutrient recycling by waterbirds in Mediterranean rice fields,2015,Science of the Total Environment,511,,,288,297,,8,10.1016/j.scitotenv.2014.12.068,Article,,
"Lundhede, T.H., Jacobsen, J.B., Thorsen, B.J.",A hedonic analysis of the complex hunting experience,2015,Journal of Forest Economics,21,2,,51,66,,5,10.1016/j.jfe.2015.01.001,Article,,
"Sharma, B., Rasul, G., Chettri, N.","The economic value of wetland ecosystem services: Evidence from the Koshi Tappu Wildlife Reserve, Nepal",2015,Ecosystem Services,12,,,84,93,,8,10.1016/j.ecoser.2015.02.007,Article,,
"Gallagher, A.J., Vianna, G.M.S., Papastamatiou, Y.P., Macdonald, C., Guttridge, T.L., Hammerschlag, N.","Biological effects, conservation potential, and research priorities of shark diving tourism",2015,Biological Conservation,184,,,365,379,,18,10.1016/j.biocon.2015.02.007,Review,,
"Gall, J.E., Boyd, R.S., Rajakaruna, N.",Transfer of heavy metals through terrestrial food webs: a review,2015,Environmental Monitoring and Assessment,187,4,,,,,54,10.1007/s10661-015-4436-3,Article,,
"Johnson, W.P., Swanson, N., Black, B., Rudd, A., Carling, G., Fernandez, D.P., Luft, J., Van Leeuwen, J., Marvin-DiPasquale, M.","Total- and methyl-mercury concentrations and methylation rates across the freshwater to hypersaline continuum of the Great Salt Lake, Utah, USA",2015,Science of the Total Environment,511,,,489,500,,7,10.1016/j.scitotenv.2014.12.092,Article,,
"Lan Chun, C., Kahn, C.I., Borchert, A.J., Byappanahalli, M.N., Whitman, R.L., Peller, J., Pier, C., Lin, G., Johnson, E.A., Sadowsky, M.J.",Prevalence of toxin-producing Clostridium botulinum associated with the macroalga Cladophora in three Great Lakes: Growth and management,2015,Science of the Total Environment,511,,,523,529,,3,10.1016/j.scitotenv.2014.12.080,Article,,
"Kulkarni, M.D., Shringarpure, R., Bhatt, P., Prakash, N., Prakash, V.",A simple and inexpensive protocol for DNA isolation from avian blood,2015,Journal of the Bombay Natural History Society,112,1,,3,7,,,10.17087/jbnhs/2015/v112i1/92186,Article,,
"Cleguer, C., Grech, A., Garrigue, C., Marsh, H.",Spatial mismatch between marine protected areas and dugongs in New Caledonia,2015,Biological Conservation,184,,,154,162,,7,10.1016/j.biocon.2015.01.007,Article,,
"Hethcoat, M.G., Chalfoun, A.D.","Energy development and avian nest survival in Wyoming, USA: A test of a common disturbance index",2015,Biological Conservation,184,,,327,334,,6,10.1016/j.biocon.2015.02.009,Article,,
"Dorneles, P.R., Lailson-Brito, J., Secchi, E.R., Dirtu, A.C., Weijs, L., Dalla Rosa, L., Bassoi, M., Cunha, H.A., Azevedo, A.F., Covaci, A.","Levels and profiles of chlorinated and brominated contaminants in Southern Hemisphere humpback whales, Megaptera novaeangliae",2015,Environmental Research,138,,,49,57,,10,10.1016/j.envres.2015.02.007,Article,,
"Crosson, S.",Anticipating exit from North Carolina’s commercial fisheries,2015,Society and Natural Resources,28,7,,797,806,,3,10.1080/08941920.2014.970737,Article,,
"Medeiros, L., da Silveira Monteiro, D., Petitet, R., Bugoni, L.",Effects of lipid extraction on the isotopic values of sea turtle bone collagen,2015,Aquatic Biology,23,3,,191,199,,8,10.3354/ab00628,Article,,
"Head, J.A., Jeffery, R.W., Farmahin, R., Kennedy, S.W.","Potency of polycyclic aromatic hydrocarbons (PAHs) for induction of ethoxyresorufin- o -deethylase (EROD) activity in hepatocyte cultures from chicken, pekin duck, and greater scaup",2015,Environmental Science and Technology,49,6,,3787,3794,,3,10.1021/acs.est.5b00125,Article,,
"Hale, R., Treml, E.A., Swearer, S.E.",Evaluating the metapopulation consequences of ecological traps,2015,Proceedings of the Royal Society B: Biological Sciences,282,1804,20142930,,,,11,10.1098/rspb.2014.2930,Article,,
"Uren Webster, T.M., Perry, M.H., Santos, E.M.",The herbicide linuron inhibits cholesterol biosynthesis and induces cellular stress responses in brown trout,2015,Environmental Science and Technology,49,5,,3110,3118,,7,10.1021/es505498u,Article,,
"Young, H.S., Mccauley, D.J., Dirzo, R., Goheen, J.R., Agwanda, B., Brook, C., Rola-Castillo, E.O., Ferguson, A.W., Kinyua, S.N., Mcdonough, M.M., Palmer, T.M., Pringle, R.M., Young, T.P., Helgen, K.M.",Context-dependent effects of large-wildlife declines on small-mammal communities in central Kenya,2015,Ecological Applications,25,2,,348,360,,9,10.5061/dryad.465ts,Article,,
"Pearse, A.T., Krapu, G.L., Brandt, D.A., Sargeant, G.A.",Timing of spring surveys for midcontinent sandhill cranes,2015,Wildlife Society Bulletin,39,1,,87,93,,2,10.1002/wsb.496,Article,,
"Lindenmayer, D.B., Wood, J., McBurney, L., Blair, D., Banks, S.C.",Single large versus several small: The SLOSS debate in the context of bird responses to a variable retention logging experiment,2015,Forest Ecology and Management,339,,,1,10,,7,10.1016/j.foreco.2014.11.027,Article,,
"Hashemi, E., Safahieh, A., Abadi, M.A.S.A., Ghanemi, K.",Accumulation of Mercury (larus cachinnans) in Bandar Mahshar and Shadegan,2015,Journal of Environmental Studies,41,1,,39,48,,1,,Article,,
"Johnson, F.A., Boomer, G.S., Williams, B.K., Nichols, J.D., Case, D.J.",Multilevel learning in the adaptive management of waterfowl harvests: 20 years and counting,2015,Wildlife Society Bulletin,39,1,,9,19,,13,10.1002/wsb.518,Article,,
"Young, B.E., Dubois, N.S., Rowland, E.L.","Using the climate change vulnerability index to inform adaptation planning: Lessons, innovations, and next steps",2015,Wildlife Society Bulletin,39,1,,174,181,,8,10.1002/wsb.478,Article,,
"Kamins, A.O., Rowcliffe, J.M., Ntiamoa-Baidu, Y., Cunningham, A.A., Wood, J.L.N., Restif, O.",Characteristics and Risk Perceptions of Ghanaians Potentially Exposed to Bat-Borne Zoonoses through Bushmeat,2015,EcoHealth,12,1,,104,120,,13,10.1007/s10393-014-0977-0,Article,,
"Beasley, J., Webster, S.C., Rhodes, O.E., Cunningham, F.L.",Evaluation of Rhodamine B as a biomarker for assessing bait acceptance in wild pigs,2015,Wildlife Society Bulletin,39,1,,188,192,,2,10.1002/wsb.510,Article,,
"Allen, B.L.",More buck for less bang: Reconciling competing wildlife management interests in agricultural food webs,2015,Food Webs,2,,,1,9,,3,10.1016/j.fooweb.2014.12.001,Article,,
"Davis, D.M., Crawford, J.A.",Case study: Short-term response of greater sage-grouse habitats to wildfire in mountain big sagebrush communities,2015,Wildlife Society Bulletin,39,1,,129,137,,1,10.1002/wsb.505,Article,,
"Chakraborty, S., Kooi, B.W., Biswas, B., Chattopadhyay, J.",Revealing the role of predator interference in a predator-prey system with disease in prey population,2015,Ecological Complexity,21,,,100,111,,4,10.1016/j.ecocom.2014.11.005,Article,,
"Clare, J.D.J., Anderson, E.M., MacFarland, D.M., Sloss, B.L.",Comparing the costs and detectability of bobcat using scat-detecting dog and remote camera surveys in central Wisconsin,2015,Wildlife Society Bulletin,39,1,,210,217,,1,10.1002/wsb.502,Article,,
"Pryde, E.C., Holland, G.J., Watson, S.J., Turton, S.M., Nimmo, D.G.",Conservation of tropical forest tree species in a native timber plantation landscape,2015,Forest Ecology and Management,339,,,96,104,,2,10.1016/j.foreco.2014.11.028,Article,,
"Sautot, L., Faivre, B., Journaux, L., Molin, P.",The hierarchical agglomerative clustering with Gower index: A methodology for automatic design of OLAP cube in ecological data processing context,2015,Ecological Informatics,26,P2,,217,230,,6,10.1016/j.ecoinf.2014.07.011,Article,,
"Barros, A., Pickering, C., Gudes, O.",Desktop analysis of potential impacts of visitor use: A case study for the highest park in the Southern Hemisphere,2015,Journal of Environmental Management,150,,,179,195,,4,10.1016/j.jenvman.2014.11.004,Article,,
"Neaves, L.E., Eales, J., Whitlock, R., Hollingsworth, P.M., Burke, T., Pullin, A.S.",The fitness consequences of inbreeding in natural populations and their implications for species conservation - A systematic map Children's Environmental Health,2015,Environmental Evidence,4,1,5,,,,2,10.1186/s13750-015-0031-x,Review,,
"DeVault, T.L., Blackwell, B.F., Seamans, T.W., Lima, S.L., Fernández-Juricic, E.",Speed kills: ineffective avian escape responses to oncoming vehicles,2015,Proceedings. Biological sciences / The Royal Society,282,1801,,20142188,,,3,10.1098/rspb.2014.2188,Article,,
"Skjærvø, G.R., Fossøy, F., Røskaft, E.",Solar activity at birth predicted infant survival and women's fertility in historical Norway,2015,Proceedings. Biological sciences / The Royal Society,282,1801,,20142032,,,,10.1098/rspb.2014.2032,Article,,
"Helm, R.C., Carter, H.R., Glenn Ford, R., Michael Fry, D., Moreno, R.L., Sanpera, C., Tseng, F.S.",Overview of Efforts to Document and Reduce Impacts of Oil Spills on Seabirds,2015,Handbook of Oil Spill Science and Technology,,,,429,453,,3,10.1002/9781118989982.ch17,Book Chapter,,
"Pamenter, M.E., Dzal, Y.A., Milsom, W.K.",Adenosine receptors mediate the hypoxic ventilatory response but not the hypoxic metabolic response in the naked mole rat during acute hypoxia,2015,Proceedings. Biological sciences,282,1800,,20141722,,,1,10.1098/rspb.2014.1722,Article,,
"Lemieux, C.L., Long, A.S., Lambert, I.B., Lundstedt, S., Tysklind, M., White, P.A.",In vitro mammalian mutagenicity of complex polycyclic aromatic hydrocarbon mixtures in contaminated soils,2015,Environmental Science and Technology,49,3,,1787,1796,,10,10.1021/es504465f,Article,,
